Tweet_ID,Tweet_TimeDate(JST),Tweet_Text,Like,Num_of_Retweets,Account_ID,Account_Name,Description,Num_of_Follow,Num_of_Follower,Account_Create_Date,Retweet_Tweet_ID,Retweet_Account_ID,Place,Is_Badge
1619607455201394689,2023-01-29_17:04:42,加工して遊んでると投稿するの遅くなっちゃう,1,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1619605676178935808,2023-01-29_16:57:38,昨日の整数論入門はフェルマーの最終定理のn=0しましたー解をこねこねして新しい解を作る系のお話楽しい襤#すうがくぶんか,15,2,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1619563803339001858,2023-01-29_14:11:15,物価上昇を感じる,4,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1618864344695185409,2023-01-27_15:51:51,ブラウニーもらったー! ,5,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1618431592531365890,2023-01-26_11:12:15,山本せんせがくれたお土産八つ橋うまうま,2,1,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1618431338574663683,2023-01-26_11:11:14,八つ橋だー,4,1,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1618416546954752006,2023-01-26_10:12:28,原作も映画も最高だった,0,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1617669152902385665,2023-01-24_08:42:35,みんな大好き圏論,0,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1617442816766152705,2023-01-23_17:43:12,羽生先生たこ焼き焼いてるのかわいい,0,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1617378911175979008,2023-01-23_13:29:16,デレデレしながら手振っちゃったけど急に知らん人いて怖かったよねごめんね,3,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1617378732691558401,2023-01-23_13:28:33,zoomで受講相談をしてると赤ちゃん同席なことがあってにこにこしちゃう,4,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1617063981805637632,2023-01-22_16:37:51,あああああ授業でこれ見せればよかっためっちゃ華麗に同型構成できてるじゃん,3,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1616115053341863936,2023-01-20_01:47:09,明日も授業だはやく寝よ,1,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1616115002095857664,2023-01-20_01:46:57,新年会行ってから山本せんせーと内場せんせーに遊んでもらったあざしたー,7,1,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1615026022059216897,2023-01-17_01:39:44,ふっ…計算通り…(眼鏡くいっ)ってしたい,0,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1615025881554251776,2023-01-17_01:39:10,次バスケしたらめっちゃシュート決められるようになってると思う,0,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1615025775635476481,2023-01-17_01:38:45,共通テスト解いてみたー読む量多いいいい,0,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
1614585584751869956,2023-01-15_20:29:35,ばんごはんつくりすぎた…,0,0,ijuin_sugaku,伊集院@数学,株式会社すうがくぶんかの伊集院です！数学や統計の授業をしています☺️数学好きな人もそうじゃない人も仲良くしてください🥺ハッシュタグつけ忘れ芸人,238,302,2021-12-18_09:46:15,,,,False
